adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/jB5zHG1eHh0OC1S61itXNApZlLD.jpg,"[12, 35, 16]",399174,en,Isle of Dogs,"20년 후, 개를 통해 전염되는 개 독감이 모든 종을 위협하고 인간에게도 전염된다. 우니현의 코바야시 시장은 개들의 신속한 격리를 주장한다. 유기견과 애완견을 막론하고 모든 개를 추방해야 한다는 것. 공식 법령 발표와 함께 개들은 쓰레기 섬으로 추방 되고 그곳은 개들의 식민지가 된다. 그 첫 번째 희생견은 고바야시 시장의 조카인 아타리의 수행견 스팟. 6개월 후 아타리는 스팟을 구하기 위해 시장 몰래 도시를 떠나 쓰레기 섬으로 잠입한다. 섬에 불시착한 아타리는 생존력 강한 개들, 치프, 렉스, 킹, 보스, 듀크의 도움을 받아 자신을 보살펴준 반려견 스팟의 소재를 찾아나선다.",71.226,/zrpapwMGMBeCGqeBn1Svoyz7SBI.jpg,2018-03-23,개들의 섬,False,7.848,4682
False,/n9NMlYd4TrSPErkRctNJaeTkGCM.jpg,"[878, 28, 80]",461130,en,Code 8,"근 미래, 인류의 4%뿐인 초능력자 ‘특수 인간’의 능력이 통제 받는 세상. 인간들은 그들을 범죄자로 취급하며 감시와 탄압을 일삼는다. 죽음으로 내모는 인간들의 악랄함에 ‘특수 인간’은 살아남기 위해 목숨을 건 최후의 전쟁을 시작하게 되는데…",62.294,/nFNfFAKpfR3kotmwyqg6b8man89.jpg,2019-12-06,코드 8,False,6.25,1863
False,/2cteiqXBe22uO3nF4OaLus0k1XX.jpg,"[28, 35, 80, 9648]",302699,en,Central Intelligence,고등학교 시절 잘 나가던 운동선수였던 칼빈은 20년 후 평범한 회계사로 살아가고 있다. 인생이 생각만큼 잘 풀리지 않아 우울한 나날을 보내던 칼빈 앞에 학창 시절의 뚱뚱보 왕따 로디가 고등학교 때와는 완전히 상반된 모습으로 나타난다. 알고 보니 로디는 현재 밥 스톤이라는 이름의 CIA 요원이었던 것. 얼떨결에 밥의 일에 휘말리게 된 칼빈은 일생일대의 생고생을 겪게 되는데...,66.927,/6WtshmL8nOhXKih0bcPtcevkcNM.jpg,2016-06-16,센트럴 인텔리전스,False,6.412,5710
False,/sZIJkZPKySo398Me4HLeUM7eCy0.jpg,"[16, 28, 14]",20982,ja,劇場版 NARUTO -ナルト- 疾風伝,미래 예언과 마귀 봉인 능력을 지닌 원령나라의 무녀가 부활한 마귀의 표적으로 지목되자 나루토와 친구들은 무녀를 지키기 위해 길을 떠난다. 그러나 원령나라에 도착한 일행에게 무녀는 나루토의 죽음을 예언하고 이에 모두들 충격에 휩싸이는데...,75.074,/gHRnY4zRZkH9vo1TF6VoZaOlw0r.jpg,2007-08-04,나루토 질풍전 극장판 1기 - 나루토의 죽음,False,7.432,828
False,,"[18, 10749]",247136,ja,M家の新妻 変態洗礼,,63.003,/2oVfD5rUV2EElbQ11ds2Vf5nRaZ.jpg,2009-03-27,M家の新妻 変態洗礼,False,5.7,17
False,/dBt0DoFfbhOI4ypUfRj1uTq623M.jpg,[27],521029,en,Annabelle Comes Home,"퇴마사 워렌 부부는 저주받은 인형 애나벨을 발견하고 집에 있는 오컬트 뮤지엄 진열장에 격리시킨다. 또 다른 초자연적인 현상을 연구하기 위해 워렌 부부가 떠난 사이, 집에 남아있던 10살 딸 주디와 베이비시터는 ‘절대 들어가지 말라’는 경고를 무시한다. 탈출한 애나벨은 모든 악령들을 깨우고, 잊을 수 없는 공포의 밤을 준비하는데…",60.671,/5riD6QkCFAo0FiKbD2oIHg7ijSj.jpg,2019-06-26,애나벨 집으로,False,6.425,3346
False,/lYUY55nratROILxZq8GA03gtSY1.jpg,"[16, 12, 35]",501929,en,The Mitchells vs. the Machines,"자동차를 타고 국토를 횡단할까 했는데, 이게 무슨 날벼락. 로봇들이 세상을 점령하다니. 이제 이상하기로는 세계 최강, 미첼 가족이 나설 수밖에. 인류는 우리가 구한다. 어떻게든 되겠지!",52.072,/4e7QytwEHQUGnWxOXdwjEQExvZH.jpg,2021-04-22,미첼 가족과 기계 전쟁,False,7.919,2801
False,/v8lPo8UWKyP2tIXD8N64HfNP4Pw.jpg,"[35, 10749]",1824,en,50 First Dates,"‘헨리’(아담 샌들러)는 낮에는 하와이 수족관에서 동물들을 돌보고,  밤에는 여행객들과의 화끈한 하룻밤을 즐기는 노련한 작업남.  우연히 ‘루시’를 만나게 된 그는 사랑스러운 그녀에게 첫 눈에 반해 다가간다.  그러나 ‘헨리’의 화려한 입담에 넘어온 줄로만 알았던 ‘루시’는  다음 날 그를 파렴치한 취급하며 기억조차 하지 못한다.  ‘헨리’는 그녀가 단기 기억상실증에 걸렸으며,  매일 아침이면 모든 기억이 10월 13일 일요일 교통사고 당일로 돌아가버린다는 사실을 알게 된다.  매일이 자신과의 첫 만남인 ‘루시’의 마음을 사로잡기 위해 ‘헨리’는 매번 기상천외한 작업을 시도하고,  하루 하루 달콤한 첫 데이트를 만들어가던 어느 날,  ‘루시’는 자신이 단기 기억상실증에 걸렸다는 사실을 깨닫고 충격을 받게 되는데...  과연, 두 사람의 사랑은 이뤄질 수 있을까?",58.981,/js2Fzu31T3EqTgFbte7YrOXwvV.jpg,2004-02-13,첫 키스만 50번째,False,6.9,6951
False,/6VoxDupaW2VXfLtJyeOoGCgXSjD.jpg,"[28, 80, 53]",1116490,en,Cash Out,,62.883,/v3youHDLigrtIis1NqTjlY8Sk38.jpg,2024-04-26,캐시 아웃,False,6.25,24
False,/AjDyXDvk4VOtDp9aLJpAnBx1uyD.jpg,"[28, 12, 878, 53]",9381,en,Babylon A.D.,"거대한 전쟁으로 인해 죽음과 가난이 팽배하고 혼란이 넘쳐나는 미래의 도시. 사람들은 하나 둘씩 정착할 곳을 찾아 피난길에 오른다. 총 하나만으로도 모든 일을 완벽하게 해결하는 전문 킬러 투롭(빈 디젤)은 어느 날, 정체불명의 조직으로부터 엄청난 액수의 돈과 새로운 인생을 보장받을 수 있는 특별한 미션을 부여받는다. 바로 6일 안에 한 여자를 미국으로 데려가는 것. 그는 신비스러운 능력을 지닌 여인 오로라(멜라니 티에리)와 그녀의 보호자인 수녀 레베카(양자경)를 데리고 미국으로 향하지만 도처에서 그녀를 노리는 괴한들의 무차별 공격을 받게 된다. 무너져가고 있는 이 세계를 구원할 유일한 존재가 오로라라는 것을 알아챈 투롭. 그는 과연 정체를 알 수 없는 거센 공격 속에서 그녀를 지켜낼 수 있을 것인가?",65.06,/vHu5HsGpaMf0xZi7x3S25qqk6xi.jpg,2008-08-20,바빌론  A.D.,False,5.647,2018
False,/3IJ1YlepPnmo9tUpphjsPyRWrAJ.jpg,"[27, 53]",71672,en,Wrong Turn 4: Bloody Beginnings,겨울 방학을 맞아 스노우모빌링을 하기 위해 길을 떠난 대학생들이 눈폭풍 속에 길을 잃는다. 한참을 헤매던 끝에 버려진 요양소 같은 곳을 찾아내고 일단 그곳에 묵기로 한다. 하지만 그곳은 끔찍한 과거의 잔해가 존재하는 곳으로 아직도 옛 환자의 일부가 숨어 살고 있었는데...,67.714,/r1JNXwJkKO696NlGTyqkw96yoT9.jpg,2011-10-17,데드 캠프 4,False,5.709,1040
False,/veXdzn7LL0bFIDGmE7tTkvRg0qV.jpg,"[28, 12, 80, 9648]",10528,en,Sherlock Holmes,"세기의 명탐정_“범죄는 흔하다. 그러나 논리는 흔치 않다” 셜록 홈즈, 천재적인 추리 능력과 주먹의 힘까지 갖추고 친구 왓슨 박사 와 함께 치밀하게 얽힌 미스터리 속에서 진실을 찾아내는 명탐정. 그에게 이제껏 경험하지 못했던 최대의 위협이자 지금껏 그토록 갈구했던 진정한 모험이 몰려오고 있었다. 예고된 살인_“홈즈, 당신과 나는 자연 법칙을 뒤집어 놓을 여정에 올랐소”다섯 명의 여인들이 종교 의식의 제물로 끔찍하게 살해되는 사건이 잇따라 발생하고, 홈즈와 왓슨은 간발의 차이로 마지막 희생자가 될뻔한 여인을 구한다. 범인은 비밀 종교집단 소속의 블랙우드. 붙잡힌 블랙우드는 사형 집행일이 다가올수록 강력한 어둠의 힘을 발휘하고, 자신의 죽음은 계획의 일부에 지나지 않는다며 홈즈에게 경고한다. 죽은 자의 부활_“증거 없는 이론은 위험하네. 사실을 이론에 맞추려 들테니” 블랙우드의 경고는 현실로 나타나고, 죽었던 그의 부활은 도시 전체를 공포 속에 몰아넣는다. 그러나 이것은 홈즈에게는 게임의 시작일 뿐. 블랙우드의 치명적인 음모를 저지하기 위해 홈즈와 왓슨은 고대의 신비한 주술과 현대의 경이로운 신기술이 혼재한 세계로 뛰어든다. 진정한 목적_“가장 사소한 단서가 가장 중요한 증거가 되는 법이지”그러나 홈즈가 해결해야 할 것은 사건만이 아니었다. 그의 앞에 헤어진 연인 아이린 이 등장해 적인지 아닌지 모호한 행동으로 그를 더욱 혼란에 빠뜨린다. 한편, 최강의 콤비 플레이로 사건을 파헤치던 홈즈와 왓슨은 단서들이 공통의 연결고리로 어떤 징후를 나타낸다는 것을 발견하고, 이것이 세상을 파멸시킬 거대한 음모였음을 알게 되는데… 정확한 논리를 무기로, 일격의 주먹을 방어막으로, 세상을 구할 홈즈의 추리가 시작된다!",78.367,/57lDlyrA7tWDyscroixKSJRerFU.jpg,2009-12-23,셜록 홈즈,False,7.21,13580
False,/6OnoMgGFuZ921eV8v8yEyXoag19.jpg,"[28, 53]",1211957,en,The Painter,,51.162,/UZ0ydgbXtnrq8xZCI5lHVXVcH9.jpg,2024-01-05,페인터,False,6.444,98
False,/9XpzE6GyGq9lz8W1bc0iIjKlHf9.jpg,"[18, 80]",1019317,sv,Stöld,"외국인 혐오증이 증가하고, 기후 변화가 순록 사육을 위협하고, 젊은이들이 집단적 절망에 직면하여 자살을 선택하는 세상에서 자신의 원주민 유산을 지키기 위한 젊은 여성의 투쟁입니다.",52.107,/jwpZurRVOOCmnj2l2x2Qya68sM2.jpg,2024-04-12,스톨른,False,6.51,50
False,/e9Qb2kmBnMXHCmNMI8NX1JbWhh1.jpg,"[14, 28, 12]",736526,no,Troll,"고대의 전설이 깨어났다! 아주 오랜 세월, 노르웨이의 산에 잠들어 있던 트롤. 녀석이 세상을 파괴하기 전에 막아야 한다. 골칫덩어리 영웅들이 힘을 합쳐야 가능하지만.",63.477,/6MEYnNtvyctpshK0nIi6Kor9Av9.jpg,2022-12-01,트롤의 습격,False,6.643,1613
False,/f1a51iItLhHnGWs2btAQjlDIEPB.jpg,"[35, 10749]",11631,en,Mamma Mia!,"그리스의 작은 섬에서 모텔을 운영하는 도나(메릴 스트립)의 딸 소피(아만다 사이프리드)는 연인 스카이와 행복한 결혼을 앞두고 있다. 그러나 완벽한 결혼을 꿈꾸는 그녀의 계획에 한가지 걸리는 것이 있으니, 바로 결혼식장에 자신의 손을 잡고 입장해 줄 아빠가 없다는 것. 결혼식을 앞두고 우연히 낡은 트렁크에서 엄마의 일기장을 발견한 소피는 아빠로 추정되는 세 남자의 이름을 발견하고 도나의 이름으로 이들을 결혼식에 초대한다. 마침내 결혼식이 다가오고 소피가 초대한 세 남자 샘(피어스 브로스넌), 해리(콜린 퍼스), 빌(스텔란 스카스가드)이 그리스 섬에 도착하면서 도나는 당황하게 되는데...",57.125,/9fnWov6Mb7LJKA2dJLV9h1mcSnF.jpg,2008-07-03,맘마 미아!,False,6.978,6259
False,/jX5So39TH9Wx5wVjaknKm6eOC1T.jpg,"[18, 9648, 80]",10388,en,The Limey,"영국 빈민가에서 생활하던 전과자 윌슨은 딸 제니퍼가 미국에서 의문사했다는 소식을 접하고 LA로 향한다. 그곳에서 딸과 친분이 있었던 로엘이라는 남자의 도움을 받아 딸의 흔적을 추적해간다. 그러던 과정에 딸이 부유한 음반제작자이자 마약 암거래상이기도 한 테리 발렌타인과 치정관계로 얽혀 있었다는 사실을 알게 된다. 윌슨은 직감적으로 테리에 의해 딸이 살해당했을 것임을 알게 되고, 보복에 나서게 된다.",58.062,/efAnFInZYrenNvBlLIXN2oLYyNc.jpg,1999-10-08,라이미,False,6.6,403
False,/n7nEZULVUtC0ddFx09DBgTzuMci.jpg,[28],857700,pl,Pitbull,,61.176,/hAB0mSppRPjraibXyzQ0PzHJCWT.jpg,2021-11-11,Pitbull,False,7.179,81
False,/9RcOYqtxBWq64yIcztZvbGgZDmH.jpg,[18],1371,en,Rocky III,"세계 챔피언으로 승승장구하던 록키는 자만심과 매너리즘에 빠진다. 이를 경고하는 믹키와 충돌이 일어나고, 강력하고 거친 흑인 복서 클러버 랭과의 타이틀전을 앞두고 록키의 마음은 어지럽기만 하다. 마침내 무너지고 마는 록키. 그가 타이틀을 잃던 날 믹키마저 세상을 떠난다. 모든 것을 잃고 쓰러지려는 록키에게 의외로 아폴로가 나타난다. 그는 랭이 지저분한 언동으로 흑인들의 얼굴에 먹칠을 하고 있다며, 록키의 재도전을 위한 트레이너로 자청하고 나선다. 애드리언의 격려와 아폴로의 지도로 록키는 다시 맹훈련에 돌입하는데...",57.663,/tq71KM7eZWStb2dobCNWGlSWkpq.jpg,1982-05-28,록키 3,False,6.9,3934
False,/hP3HWRujFCM2qLUYhSAJEm23ElP.jpg,"[10749, 35, 18]",1096342,en,Beautiful Wedding,,75.71,/cmeYlRD628KrijyY7thzwlV2KPT.jpg,2024-01-24,Beautiful Wedding,False,5.802,48
False,/sKhgptv9H7muJF7dBDfdMot7yQE.jpg,"[18, 10749]",39412,fr,Goodbye Emmanuelle,"세이슈 섬에 정착한 엠마뉴엘은 여전히 자유 분방한 성생활을 즐기며 행복하게 산다. 이해심 많은 남편과 뜻을 함께 하는 이웃들, 그녀에게는 더 바랄 것이 없다. 그러나 오랜 자유 성생활이 그녀의 이상에 맞는 것인지에 대한 회의가 생기기 시작한다. 그럴 즈음, 촬영 장소를 물색하기 위해 온 영화감독 그레고리를 만난다. 그와의 관계에서 엠마뉴엘은 육체적인 쾌락 이상의 무언가를 느낀다. 그것을 보통 사람들은 사랑이라고 부른다는 것을 알았을 때 그녀는 지금까지의 생활이 무의미해짐을 깨닫고 충격을 받는다. 그러나 오랜 생각 끝에 새로 발견한 가치를 따라 그레고리를 찾아서 파리행 비행기에 오른다...",60.297,/2xuERkofv1ka2HrgheDy9SneSrf.jpg,1977-10-14,엠마뉴엘 3: 굿바이 엠마뉴엘,False,4.3,59
False,/8qLen3NLCVSu1I9aqGWbTUIoBLQ.jpg,[35],2123,en,"Me, Myself & Irene","찰리 베일리게이츠(Charlie Baileygates/Hank: 짐 캐리 분)는 로드 아일랜드주의 경찰관으로 경찰경력 17년의 베테랑이다. 찰리는 순하고 정직한 성격을 가지고 있을 뿐 아니라, 열심히 일하고 세 아들에게도 더없이 좋은 아버지로서 그야말로 나무랄 데 없는 모범시민이다. 하지만 이 아이들은 바로 그의 전처가 신혼 리무진을 운전하였던 아프리카계 운전사와 바람이 나서 달아나면서 맡긴 리무진 운전수들의 아이들로서, 단순하고 마음이 여린 찰리와는 달리 검은 피부를 가진 아주 지적인 아이들이다.  이러한 환경 속에서 15년을 참아온 찰리에게 드디어 자아분열증이 발생하고, 찰리는 약효가 떨어지면 자신이 갈망하는 또다른 자아인 행크 베일리게이츠로 돌변한다. 행크는 찰리와는 정반대로 거친 말을 구사하고 폭력적인 '뭍지마' 타입의 망나니이다. 이렇게 정반대의 성격을 가진 지킬박사와 하이드인 찰리와 행크도 어느날 공통점을 발견하는데, 바로 찰리가 호송하게된 여자 탈주범 아이린 워터(Irene P. Waters: 르네 젤위거 분)를 동시에 사랑하게 된 것이다. 이제 찰리/행크는 바로 자기 자신의 다른 모습을 상대로 사랑을 쟁취하기 위한 한 바탕 싸움을 벌이는데.",52.21,/ukvttbVu1wCFYsFHCdWOJlIJHCj.jpg,2000-06-22,미 마이셀프 앤드 아이린,False,6.601,3691
False,/uslmOwQpdRRUwr6AmBP6JdzeHjS.jpg,"[18, 53, 80]",64690,en,Drive,"낮에는 스턴트맨과 자동차 정비소 직원, 밤에는 범죄집단의 도주를 돕는 운전을 하는 드라이버. 이름조차 불리지 않는 무미건조한 그의 삶에 어느 날 아이린이 찾아왔다. 옆집에 사는 아이린과 교감하며 따스함을 느끼던 것도 잠시, 감옥에 가 있던 아이린의 남편이 돌아오며 모든 것은 원점으로 돌아간다. 하지만 감옥에서 진 빚 때문에 협박을 받자 그녀의 행복을 지키기 위해 갱단의 요구대로 전당포 터는 일에 협조하지만 함정에 빠지고, 위험에 노출된 아이린을 지키기 위한 드라이버의 폭주가 시작된다. 숨막히는 폭력과 치열한 사투를 벌이던 그는 서서히 자신의 숨겨져 있던 냉혹한 본성과 마주하게 되는데...",61.153,/ukDRwCEnVwBVSJ13xpzSzegIi1u.jpg,2011-09-15,드라이브,False,7.579,12205
False,/o3mQrrDS9fhM3HEvm9V50K1vmfF.jpg,"[28, 80, 9648, 53]",334074,en,Survivor,런던 미 대사관으로 발령받은 보안담당 직원 케이트 애벗은 미국에 입국하려는 수상한 테러범들을 비자 신청 단계에서 미리 포착하고 체포하는 임무를 맡는다. 미국에서도 실력을 인정받은 애벗은 뛰어난 직감으로 의심스런 방문 목적을 가진 한 과학자를 발견하고 뒷조사에 들어간다. 그러던 중 비자 발급 팀이 식사하던 식당에서 폭탄 테러가 발생하고 애벗만 살아남은 채 전 직원이 사망하는 끔찍한 사고가 발생한다. 혼자 살아남은 애벗은 하루아침에 식당 테러 사건의 용의자로 지목 되어 도망자 신세가 되고 경찰에게 쫓긴다. 영국 첩보부까지 투입돼 추적을 당하는 애벗과 점점 윤곽이 드러나는 거대한 테러음모. 수백 만 명의 무고한 시민들의 목숨을 살리기 위해 애벗은 죽음도 불사하는데....,50.518,/jEXdkerD8qkGIsLmgOlJ06dQtZB.jpg,2015-05-21,스파이 서바이버,False,5.663,983
False,/3eQnD9CIUerbXbgtFE1zJNvEVVo.jpg,"[10751, 16, 35, 28]",11430,en,The Lion King 1½,"티몬은 몽구스 마을이 싫었다. 언제 어디서 덮칠지 모르는 하이에나와 맹수들을 피해서, 땅굴을 파고 또 파며 숨어사는 몽구스 마을. 그렇지만 티몬이 원하는 것은 남의 눈치보지 않고 햇빛을 받으며 풍요롭게 즐기는 삶이다. 당연히 몽구스 마을에서는 최고의 말썽꾼이자 골칫거리일 밖에. 그래서 티몬은 길을 떠났다. 눈에 보이는 곳 저 너머, 꿈에도 그리는 이상적인 집을 찾으러...  티몬의 길동무가 된 것은 멧돼지 품바. 커다란 덩치에 상당히 못생기고, 방귀냄새는 주변의 모든 동물들을 쓰러지게 할 만큼 강력하지만, 마음만은 바다처럼 넓고 따뜻한 친구이다. 사막을 지나, 심바의 탄생연이 벌어지는 프라이드 랜드를 지나, 코끼리 무덤과 하이에나 동굴을 지나고, 심바가 들소떼에 쫓기는 바람에 무파사가 목숨을 잃고 들소 계곡을 지나, 폭포 밑으로 쭉 내려와서 티몬과 품바는 드디어 꿈에도 그리던 파라다이스를 발견했다. 그리고, 어디서 왔는지 모를 어린 사자 심바를 주워다가 함께 하쿠나 마타타 천국을 완성한다.  왕위를 되찾으려는 심바의 혈투!!  그리고, 웃음 없이는 볼 수 없는 티몬과 품바의 대활약!!!  문제는 심바의 소꿉친구 날라가 나타나면서 시작됐다. 심바가 자신의 왕국을 구하러 프라이드 랜드로 돌아가겠다는 것이다. 품바는 심바를 돕고자 하지만, 티몬은 하쿠나 마타타를 포기하고 위험천만한 전장터로 가기가 너무나 꺼려지는데...",58.04,/sVJME5R1NmTXtbdnAxYPx7Xa7kr.jpg,2004-02-06,라이온 킹 3,False,6.576,2877
False,/9guoVF7zayiiUq5ulKQpt375VIy.jpg,"[16, 28, 14, 12]",592350,ja,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,"눈이 계속 내리는 겨울 어느 밤, 히어로 사회를 파괴하려고 계획하는 시가라키 토무라가 인솔하는 빌런 연합과 그 움직임을 사전에 포착한 히어로들의 전투가 전개되는 가운데, 남모르게 조용히 꿈틀거리는 ""뭔가""가 일어나고, 그 자리를 떠났다. 마침 이즈쿠 일행의 유에이 고교 히어로과 1학년 A반이 은퇴한 No.1 히어로 올마이트의 뒤를 이어 ""차세대 영웅 육성 프로젝트""의 일환으로 학급 전원에서 기간 한정의 교외 히어로 활동을 위해 일본의 훨씬 남쪽에 위치한 외딴 섬 ""나부 섬""을 찾았다. 얼마 전 큰 사건이 일어나지 않았던 평화로운 섬에서 이들은 주재 영웅으로서 섬사람들의 생활을 도우며 분주했고, 그러면서도 한가한 시간을 보내고 있었다. 그러나 그 정적을 부수듯이, 갑자기 빌런들이 나부 섬을 덮쳐, 차례차례로 섬의 시설을 파괴해 간다. 그들을 지휘하는 것은, ""나인"". 그날 밤, 눈을 뜬 ""뭔가""그 자체였다. 이즈쿠와 바쿠고 등의 1학년 A반의 멤버는 힘을 모아 빌런에 맞선다! 과연 섬을 덮치는 나인의 목적이란!? 그리고 이즈쿠 일행의 1학년 A반의 ""뉴 히어로""들은 이 가장 흉악한 빌런으로부터 섬의 사람들을 지킬 수 있을까!?",52.719,/x3BYGVio05n4Atdzc5WTmJpV7CY.jpg,2019-12-20,나의 히어로 아카데미아 더 무비: 히어로즈 라이징,False,8.172,1116
False,/kimTJ3sJdroBwvXhwTNsxqvJ836.jpg,"[16, 10751, 35, 14]",421892,en,Shrek 5,,59.646,/vOBhCpP2RapWbP6sa3QNuiC2oNx.jpg,,Shrek 5,False,0.0,0
False,/kIZzOU6ZSbcyejTK0c5BBeF3YfD.jpg,"[14, 28, 53]",834,en,Underworld: Evolution,"자신의 가족을 몰살시킨 뱀파이어 지배자 빅터를 제거한 셀린느는 뱀파이어, 늑대인간 모두에게 쫓기는 신세가 되고 이제 그녀의 곁에는 혼혈인간 마이클만이 함께할 뿐이다. 빅터를 처단한 것에 대해 용서를 구하고자 뱀파이어의 왕인 마커스를 찾아 나서는 셀린느. 그러나 마커스는 돌연변이를 일으켜 세계정복을 꿈꾸는 변종 뱀파이어로 돌변한 뒤다.  셀린느가 빅터를 죽인 것을 알게 된 마커스는 셀린느와 마이클을 처단하려고 하면서도 마이클의 목에 걸려있는 펜던트를 뺏으려 숨막히는 일전을 벌인다. 간신히 탈출에 성공한 셀린느와 마이클은 펜던트의 비밀을 알고 있는 코르비누스를 찾아간다. 뱀파이어와 늑대인간 모두의 유전학적 조상인 그는 돌연변이를 일으키는 바이러스에 감염되었고, 이것은 자신의 두 아들에게 전이되었는데 마커스는 박쥐인간으로, 윌리엄은 늑대인간으로 진화된 것이다. 그리고 마이클의 펜던트가 윌리엄의 관을 여는 열쇠라는 사실이 밝혀지는 사이, 지하감옥에서 감금되어있던 윌리엄을 마침내 해방시킨 마커스는 셀린느와 전투부대원, 그리고 마이클을 상대로 최후의 전투를 벌이게 되는데.",49.176,/sR4eXYYdggFMSGe76ZWqUfC70m6.jpg,2006-01-12,언더월드 2: 에볼루션,False,6.575,3866
False,/zh1M8fE2vQ0BKxYzIvMYan7ryV.jpg,"[878, 18, 53, 27]",549294,en,Synchronic,"구급대원 스티브와 데니스는 치명적인 부작용을 가진 약물 ‘싱크로닉’과 관련된 일련의 이상한 사건에 파견된다. 그들은 그 약물을 사용하는 아이들과 함께 파티장에 도착하고, 데니스는 딸 브리아나도 그 장소에 있었지만 지금은 실종된 상태라는 것을 알게 된다. 스티브는 이 약물 대유행을 막고, 브리아나에게 무슨 일이 일어났는지 알아내기 위해 모든 희생을 감수하며 이 사건을 떠맡는다.",62.059,/6X2LqfeakDftzo86QcDtNsZkPvx.jpg,2020-10-23,싱크로닉,False,6.339,872
False,/gOlMx8kFIIUmYVRIKuLbaLhBJSZ.jpg,"[35, 10751, 14]",10330,en,Freaky Friday,"테스 콜만 박사(제이미 리 커티스)와 고등학교에 다니는 그녀의 딸 애나(린제이 로한)는 눈만 뜨면 티격태격한다. 두 사람은 옷을 고르는 눈, 헤어스타일, 음악 취향 그리고 급기야 남자를 보는 눈까지 한 마디로 극과 극이다. 어느 목요일 저녁, 두 사람은 금요일에 있을 각자의 중대한 계획-테스의 결혼식과 애나의 록 밴드 오디션-을 놓고 설전을 벌이다가 인내심의 꼭지에 도달하고 만다.  애나는 테스가 자신의 음악적 재능을 인정해주지 않는다고 붉으락푸르락하며, 재혼 날짜를 잡아둔 테스는 애나가 왜 자기의 약혼자인 라이언(마크 해먼)을 초지일관 냉랭하게 대하는지 서운하기만 하다. 그랬던 그녀들이, 중국 식당에서 받은 행운의 쿠키 속에 든 행운의 메시지를 읽고 난 다음 일생일대 최악의 악몽에 빠져버리고 마는데...! 다음날 아침, 애나와 테스는 서로의 몸이 뒤바뀌어버린 사실을 깨닫고는 경악을 금치 못한다. 하지만 기절초풍할 변신에도 불구하고 천만다행이면서도 놀라운 변화는 그 날 이후로 두 사람 사이의 한랭전선이 차츰 온난전선으로 바뀌기 시작하며, 서로에 관해서 미처 몰랐던 점들을 차츰 이해하게 된다는 점이다.  테스의 결혼식 날이 하루 앞으로 다가오고 아뿔싸, 엎친 데 덮치는 격으로 애나의 오토바이족 남자친구가 테스의 매력 넘치는 캐릭터(사실은 애나의 캐릭터)에 반해서 애정을 품기 시작하고, 테스의 약혼자는 모던하고 판타스틱하게 달라진 테스의 스타일(사실은 애나의 스타일)에 반하기 시작하면서 새로운 악몽이 시작되는데...! 과연 애나와 테스는 결혼식이 시작되기 직전까지 서로의 오리지널 모습으로 되돌아갈 수 있을 것인가!",62.997,/ie8fPoF01eQJxchr9Cx5ywLSDEQ.jpg,2003-08-05,프리키 프라이데이,False,6.492,3648
False,/zRBavxSuEpcv6kPhGVGTDDT23uY.jpg,"[27, 878, 9648]",8413,en,Event Horizon,"서기 2040년. 광속보다 빠른속도로 우주를 여행하던 탐사선 '이벤트 호라이즌'호가 실종된다. 7년 후, 숱한 의문을 남긴 채 사라진 이벤트 호라이즌호에서 희미하게 생존 신호를 확인한 미 우주국은 이 우주선에 대한 여러가지 의문점과 생존자 확인을 위해 구조선 '루이스 앤 클락'호를 파견한다. 밀러(로렌스 피쉬번)를 리더로 한 이 구조대에는 이벤트 호라이즌호를 직접 제작했던 윌리엄 위어(샘 닐) 박사도 포함돼 있다. 밀러 선장을 비롯한 루이스 앤 클락호의 대원들은 목적지인 해왕성 궤도에서 이벤트 호라이즌를 발견하고 생명의 흔적이 느껴지지 않는 이 우주선에 올라 수색작업을 벌이지만 이벤트 호라이즌호에는 대원들이 모두 숨진 상태이다. 그런데 수색 작업에 투입된 대원들이 모두 이상한 환영에 시달리게 되고 하나 둘 목숨을 잃는 일이 발생하는데...",49.7,/keXPIx088rTjeLr45S1DrMlXHV7.jpg,1997-08-15,이벤트 호라이즌,False,6.52,2679
False,/iGBbWXmAIgpiWg9Mx2D2gLzbg4n.jpg,[18],269955,ko,인간중독,"베트남전이 막바지로 치달아가던 1969년, 엄격한 위계질서와 상하관계로 지배되는 군관사. 모두의 신임을 받으며 승승장구 중인 교육대장 김진평과 남편을 장군으로 만들려는 야망을 가진 진평의 아내 이숙진. 어느 날, 김진평의 부하로 충성을 맹세하는 경우진과 그의 아내 종가흔이 이사를 온다. 진평은 우진의 아내 가흔에게 첫 만남부터 강렬한 떨림을 느끼는데…",54.111,/zMCeJiRbV7Z5TFA8JpALExAQra.jpg,2014-05-14,인간중독,False,6.9,65
False,/2hV9K2btbMIVyYpEj7onIQsRBge.jpg,[18],1104071,es,Honeymoon,,46.718,/fkfFMeufzKJAflYneNVSzLxNmFu.jpg,2024-01-12,Honeymoon,False,5.857,7
False,/2i0UBKObcarBSmSAa1yXVW52bgn.jpg,"[27, 53]",1146148,en,"Sorry, Charlie",,49.098,/5FdlhzK976qK6tbmVre5eX1CGAt.jpg,2023-10-06,"Sorry, Charlie",False,6.4,7
